ensg,beta,standard_error,effect_allele_frequency
ENSG00000164010,-0.0377532,0.166969,0.000169031
ENSG00000164011,-0.538301,0.255042,7.24421e-05
ENSG00000186973,0.0403327,0.0509663,0.00182071
ENSG00000117395,0.0574385,0.14564,0.000222156
ENSG00000243710,0.0634985,0.0736786,0.000859646
ENSG00000179178,0.118595,0.115657,0.000352551
ENSG00000253313,-0.0538693,0.169417,0.000164202
ENSG00000066056,0.100952,0.127535,0.000289768
ENSG00000117400,0.135406,0.080522,0.00072925
ENSG00000117399,0.0481183,0.118082,0.000338063
ENSG00000066322,-0.124713,0.35029,3.86358e-05
ENSG00000159479,0.121305,0.180327,0.000144884
ENSG00000198198,0.053721,0.0946475,0.000526412
ENSG00000178922,0.0750277,0.102485,0.000449141
ENSG00000142949,0.00623816,0.174609,0.000154543
ENSG00000066135,0.0425971,0.312305,4.82947e-05
ENSG00000126091,-0.227594,0.21555,0.000101419
ENSG00000117407,0.221735,0.297769,5.31242e-05
ENSG00000117408,-0.213265,0.205947,0.000111078
ENSG00000132768,0.0763853,0.144089,0.000226985
ENSG00000117410,-0.0669374,0.0973927,0.000487777
ENSG00000117411,-0.0863114,0.239534,8.2101e-05
ENSG00000196517,0.0466874,0.150648,0.000207667
ENSG00000159214,-0.227994,0.180331,0.000144884
ENSG00000171872,-0.0164686,0.111865,0.000376699
ENSG00000178028,-0.273919,0.138325,0.000246303
ENSG00000117419,-0.0564824,0.148916,0.000212497
ENSG00000126106,-0.234607,0.263992,6.76126e-05
ENSG00000198520,-0.106146,0.0870122,0.000623002
ENSG00000142945,-0.234092,0.205959,0.000111078
ENSG00000142959,0.109649,0.0820714,0.000700273
ENSG00000173846,0.24594,0.162406,0.00017869
ENSG00000188396,-0.0076352,0.0324693,0.00451073
ENSG00000222009,0.227207,0.1694,0.000164202
ENSG00000117425,-0.0972742,0.0769538,0.000796863
ENSG00000070785,0.0491853,0.246922,7.72715e-05
ENSG00000126107,-0.129193,0.139702,0.000241474
ENSG00000126088,0.112779,0.201627,0.000115907
ENSG00000162415,0.0240045,0.164643,0.000173861
ENSG00000186603,0.11461,0.142585,0.000231815
ENSG00000132781,0.186323,0.105372,0.000424993
ENSG00000132773,-0.123604,0.13201,0.00027045
ENSG00000070759,0.265088,0.109793,0.000391187
ENSG00000132763,-0.011209,0.0563701,0.00148748
ENSG00000117450,0.013623,0.246927,7.72715e-05
ENSG00000117448,0.0788207,0.092957,0.00054573
ENSG00000132780,-0.164283,0.246924,7.72715e-05
ENSG00000159588,0.00597141,0.0340355,0.00407124
ENSG00000159592,0.0519348,0.152418,0.000202838
ENSG00000159596,0.0709946,0.174789,0.000154543
ENSG00000197429,-0.0608565,0.134434,0.000260791
ENSG00000086015,-0.00955664,0.0477285,0.00207667
ENSG00000117461,0.0239028,0.0301532,0.00523032
ENSG00000250719,0.30655,0.24695,7.72715e-05
ENSG00000117472,0.0473141,0.147248,0.000217326
ENSG00000085998,0.0488356,0.0867006,0.000627831
ENSG00000171357,-0.334248,0.373275,3.38063e-05
ENSG00000085999,-0.0577288,0.083235,0.000680955
ENSG00000132128,-0.30415,0.312298,4.82947e-05
ENSG00000173660,-0.0913118,0.232825,8.69305e-05
ENSG00000117481,-0.0988927,0.0844416,0.000661638
ENSG00000117480,0.118577,0.120698,0.000323575
ENSG00000197587,0.0117397,0.312339,4.82947e-05
ENSG00000162456,-0.0130461,0.088786,0.000598854
ENSG00000079277,-0.12243,0.154348,0.000198008
ENSG00000142961,0.104129,0.162385,0.00017869
ENSG00000123472,-0.104962,0.197541,0.000120737
ENSG00000186118,-0.0631437,0.104166,0.000434652
ENSG00000159658,0.019076,0.1901,0.000130396
ENSG00000142973,0.0231918,0.0715391,0.000922429
ENSG00000187048,-0.0943498,0.0959735,0.000511924
ENSG00000186377,-0.00987163,0.10912,0.000396017
ENSG00000186160,-0.0617305,0.104153,0.000434652
ENSG00000162365,0.129392,0.103211,0.000444311
ENSG00000162366,0.188832,0.158254,0.000188349
ENSG00000162367,0.0324876,0.0436876,0.00248235
ENSG00000123473,0.0959839,0.1624,0.00017869
ENSG00000162368,-0.192938,0.441637,2.41474e-05
ENSG00000186790,0.227368,0.174604,0.000154543
ENSG00000186564,-0.0337749,0.16961,0.000164202
ENSG00000269113,-0.0329674,0.312347,4.82947e-05
ENSG00000117834,0.120626,0.0702755,0.000946576
ENSG00000132122,-0.0933563,0.154467,0.000198008
ENSG00000186094,0.150385,0.12351,0.000299427
ENSG00000162373,-0.289386,0.142579,0.000231815
ENSG00000142700,-0.0416915,0.403173,2.89768e-05
ENSG00000185104,-0.0853356,0.232808,8.69305e-05
ENSG00000204006,0.0195235,0.0237422,0.00845157
ENSG00000085831,-0.0697519,0.122537,0.000313916
ENSG00000085832,0.0928466,0.180329,0.000144884
ENSG00000117859,-0.0405757,0.190084,0.000130396
ENSG00000078618,0.445283,0.148929,0.000212497
ENSG00000169213,0.168624,0.226587,9.176e-05
ENSG00000117862,0.176785,0.12349,0.000309086
ENSG00000198841,-0.0243183,0.0692226,0.000985212
ENSG00000157077,0.0135457,0.255035,7.24421e-05
ENSG00000154222,-0.0763579,0.0512948,0.0017869
ENSG00000085840,0.0855204,0.114859,0.000357381
ENSG00000134744,-0.0668682,0.246914,7.72715e-05
ENSG00000116157,0.0457701,0.0299067,0.00884759
ENSG00000182183,-0.126913,0.111979,0.000376699
ENSG00000162377,0.00729473,0.312396,4.82947e-05
ENSG00000162378,-0.379551,0.246909,7.72715e-05
ENSG00000203995,0.0156982,0.0313856,0.00486811
ENSG00000121310,0.0071085,0.0297131,0.0053752
ENSG00000116171,0.188257,0.156191,0.000193179
ENSG00000174348,-0.0122298,0.0993073,0.000478118
ENSG00000162383,-0.139596,0.127548,0.000289768
ENSG00000157184,-0.0879922,0.111278,0.000381528
ENSG00000162384,0.111636,0.148924,0.000212497
ENSG00000162385,-0.386326,0.44164,2.41474e-05
ENSG00000157193,-0.117995,0.177417,0.000149714
ENSG00000143006,-0.0642802,0.285139,5.79537e-05
ENSG00000174332,0.0122711,0.152428,0.000202838
ENSG00000058804,0.159994,0.220848,9.65894e-05
ENSG00000058799,-0.0521081,0.0553331,0.00153577
ENSG00000211452,0.013925,0.104147,0.000424993
ENSG00000081870,-0.167667,0.177395,0.000149714
ENSG00000116212,-0.0614683,0.0743326,0.000845157
ENSG00000203985,0.0645772,0.137181,0.000251133
ENSG00000116209,-0.0365859,0.101192,0.000463629
ENSG00000116205,-0.109247,0.246966,7.72715e-05
ENSG00000157211,0.0177451,0.0359221,0.00366557
ENSG00000215883,0.13746,0.115639,0.000352551
ENSG00000116221,-0.0863701,0.125464,0.000299427
ENSG00000162390,-0.0160769,0.0328876,0.00435618
ENSG00000162391,0.156793,0.0601917,0.00130396
ENSG00000184313,-0.12027,0.0876915,0.000613343
ENSG00000243725,0.261965,0.138339,0.000246303
ENSG00000162396,-0.0522894,0.186715,0.000135225
ENSG00000006555,-0.083723,0.144226,0.000226985
ENSG00000162398,0.00271733,0.0204821,0.0114265
ENSG00000116133,0.108324,0.139767,0.000241474
ENSG00000143001,-0.338205,0.373266,3.38063e-05
ENSG00000162399,0.160923,0.0771979,0.000792033
ENSG00000169174,0.0998251,0.0722974,0.000903111
ENSG00000162402,-0.094324,0.197544,0.000120737
ENSG00000162409,0.0231645,0.160243,0.00018352
ENSG00000187889,-0.00295144,0.0352859,0.00382977
ENSG00000157131,0.0448446,0.096884,0.000502265
ENSG00000021852,0.0990512,0.0450145,0.00232781
ENSG00000173406,0.213144,0.220862,9.65894e-05
ENSG00000184292,-0.0233226,0.205944,0.000111078
ENSG00000162601,0.0104848,0.0959966,0.000511924
ENSG00000172456,0.0248995,0.0326383,0.00445277
ENSG00000134709,0.0350271,0.129741,0.000280109
ENSG00000134716,-0.0538323,0.0988086,0.000482947
ENSG00000162598,-0.0889518,0.0871946,0.000623002
ENSG00000162599,-0.0221979,0.169412,0.000164202
ENSG00000162604,-0.264965,0.205964,0.000111078
ENSG00000132849,-0.00931692,0.0693869,0.000980383
ENSG00000240563,0.0419711,0.0591092,0.00135225
ENSG00000132854,0.00233318,0.0223852,0.00952855
ENSG00000162607,-0.0100876,0.273921,6.27831e-05
ENSG00000116641,0.0227033,0.144105,0.000226985
ENSG00000132855,0.031712,0.0662128,0.00106731
ENSG00000125703,-0.00011829,0.036289,0.00359313
ENSG00000187140,-0.126111,0.239545,8.2101e-05
ENSG00000088035,-0.106003,0.139694,0.000241474
ENSG00000142856,0.163567,0.0619325,0.00122186
ENSG00000203965,0.0028503,0.0841273,0.000666467
ENSG00000079739,-0.252532,0.112594,0.000371869
ENSG00000185483,0.291478,0.273979,6.27831e-05
ENSG00000177414,-0.0200523,0.0873511,0.000618172
ENSG00000158966,0.00868128,0.0516384,0.00177725
ENSG00000162437,0.0858883,0.147254,0.000217326
ENSG00000162434,-0.156424,0.349256,3.86358e-05
ENSG00000162433,0.272873,0.273914,6.27831e-05
ENSG00000116675,0.21159,0.201613,0.000115907
ENSG00000213625,-0.316621,0.297806,5.31242e-05
ENSG00000116678,-0.0623643,0.125466,0.000299427
ENSG00000184588,-0.211233,0.273956,6.27831e-05
ENSG00000118473,0.0626025,0.172102,0.000159373
ENSG00000152760,0.180668,0.180347,0.000144884
ENSG00000172410,-0.32792,0.239585,8.2101e-05
ENSG00000152763,0.00774422,0.0587939,0.00136674
ENSG00000198160,0.187689,0.134444,0.000260791
ENSG00000116704,-0.202704,0.177391,0.000149714
ENSG00000203963,0.0708835,0.105421,0.000424993
ENSG00000162594,0.0184478,0.177416,0.000149714
ENSG00000081985,0.0466815,0.0826535,0.000690614
ENSG00000162595,-0.250903,0.329597,4.34652e-05
ENSG00000116729,-0.0494685,0.134436,0.000260791
ENSG00000116745,-0.158368,0.141123,0.000236644
ENSG00000024526,0.0406409,0.119857,0.000328404
ENSG00000033122,-0.132622,0.0998379,0.000473288
ENSG00000066557,0.0362741,0.101375,0.0004588
ENSG00000116754,-0.0346,0.102107,0.00045397
ENSG00000118454,-0.218374,0.373915,3.38063e-05
ENSG00000197568,-0.202212,0.190113,0.000130396
ENSG00000116761,-0.232738,0.138336,0.000246303
ENSG00000050628,0.00445337,0.0220053,0.00984729
ENSG00000132485,0.306052,0.263961,6.76126e-05
ENSG00000172260,-0.0989358,0.27391,6.27831e-05
ENSG00000162620,-0.11896,0.0370412,0.0034579
ENSG00000254685,0.0799025,0.0660642,0.0010818
ENSG00000259030,0.0605063,0.0441858,0.00242439
ENSG00000116783,0.0668478,0.045611,0.00227468
ENSG00000178965,-0.00658903,0.0669694,0.00105282
ENSG00000116791,0.0494225,0.054378,0.00157924
ENSG00000162623,0.257708,0.150635,0.000207667
ENSG00000162624,-0.496849,0.403181,2.89768e-05
ENSG00000137968,-0.090191,0.126489,0.000294598
ENSG00000117054,0.191977,0.117245,0.000342892
ENSG00000137955,-0.0104218,0.246902,7.72715e-05
ENSG00000057468,-0.0776703,0.0755874,0.00082584
ENSG00000154007,-0.0625525,0.139697,0.000241474
ENSG00000184005,-0.131285,0.312337,4.82947e-05
ENSG00000117069,0.275137,0.297791,5.31242e-05
ENSG00000142892,-0.0891766,0.145643,0.000222156
ENSG00000154027,0.207199,0.226655,9.176e-05
ENSG00000036549,0.0594632,0.177402,0.000149714
ENSG00000077254,0.132437,0.254997,7.24421e-05
ENSG00000180488,0.040029,0.0538173,0.00163236
ENSG00000162614,0.194415,0.0998367,0.000473288
ENSG00000162613,-0.60383,0.24694,7.72715e-05
ENSG00000162616,0.6671,0.201608,0.000115907
ENSG00000137960,-0.0757658,0.117268,0.000342892
ENSG00000122420,0.445519,0.312319,4.82947e-05
ENSG00000137959,0.0394404,0.0250417,0.00758227
ENSG00000137965,-0.0256997,0.0946784,0.000526412
ENSG00000162618,-0.0428808,0.105321,0.000424993
ENSG00000117114,0.078624,0.154372,0.000198008
ENSG00000137941,0.00499747,0.201681,0.000115907
ENSG00000142875,0.08393,0.128623,0.000284939
ENSG00000203943,-0.0605253,0.142649,0.000231815
ENSG00000137976,0.109714,0.0934539,0.000540901
ENSG00000117133,-0.0121303,0.11116,0.000381528
ENSG00000117151,0.108927,0.118121,0.000338063
ENSG00000117155,0.0276451,0.102764,0.00045397
ENSG00000171517,-0.0740261,0.246929,7.72715e-05
ENSG00000153898,0.046065,0.152517,0.000202838
ENSG00000055732,0.148944,0.11808,0.000338063
ENSG00000162643,-0.0464294,0.102002,0.00045397
ENSG00000097096,-0.041443,0.0993038,0.000478118
ENSG00000142867,0.344911,0.312326,4.82947e-05
ENSG00000153904,-0.257013,0.246894,7.72715e-05
ENSG00000142871,0.0804889,0.403358,2.89768e-05
ENSG00000117174,-0.0252038,0.180332,0.000144884
ENSG00000171502,0.0716631,0.0709707,0.000936917
ENSG00000122417,0.0316413,0.0531871,0.001671
ENSG00000137975,0.0462726,0.0838352,0.000671297
ENSG00000016490,-0.11998,0.118102,0.000338063
ENSG00000016602,-0.0233251,0.0451412,0.00231332
ENSG00000097033,0.314635,0.373273,3.38063e-05
ENSG00000183291,-0.193655,0.373347,3.38063e-05
ENSG00000153936,0.1335,0.329291,4.34652e-05
ENSG00000267561,-0.218716,0.285173,5.79537e-05
ENSG00000065243,0.247987,0.285097,5.79537e-05
ENSG00000137947,0.323355,0.330243,4.34652e-05
ENSG00000137944,0.0627382,0.0798993,0.000738909
ENSG00000213516,-0.0384285,0.0283669,0.00593059
ENSG00000117226,-0.0557021,0.0401638,0.00294115
ENSG00000117228,-0.0209767,0.0657733,0.00109146
ENSG00000162645,0.0107133,0.11981,0.000328404
ENSG00000213512,-0.0263664,0.0506389,0.0018352
ENSG00000162654,0.00122202,0.0293051,0.00552009
ENSG00000154451,0.0173468,0.0214388,0.0104027
ENSG00000183347,-0.19054,0.139701,0.000241474
ENSG00000197147,-0.341988,0.285135,5.79537e-05
ENSG00000171488,0.208736,0.171945,0.000159373
ENSG00000171492,-0.150662,0.263952,6.76126e-05
ENSG00000162664,0.103226,0.220853,9.65894e-05
ENSG00000122482,0.612729,0.232809,8.69305e-05
ENSG00000162669,0.035526,0.0596412,0.0013281
ENSG00000097046,-0.106694,0.0921637,0.000555389
ENSG00000069702,-0.0689453,0.193718,0.000125566
ENSG00000137948,-0.154316,0.108451,0.000400846
ENSG00000172031,-0.0462169,0.132012,0.00027045
ENSG00000230667,-0.110371,0.103056,0.000444311
ENSG00000189195,-0.0801566,0.106555,0.000415335
ENSG00000069712,-0.0930148,0.127551,0.000289768
ENSG00000203910,0.255737,0.183429,0.000140055
ENSG00000174842,0.251738,0.0998091,0.000473288
ENSG00000122484,0.0599004,0.0812413,0.000714762
ENSG00000162676,-0.111156,0.441692,2.41474e-05
ENSG00000067208,-0.0848592,0.103755,0.000439482
ENSG00000154511,0.121302,0.215527,0.000101419
ENSG00000143033,0.09098,0.205947,0.000111078
ENSG00000117500,0.220313,0.142585,0.000231815
ENSG00000122483,0.142095,0.0660618,0.0010818
ENSG00000137942,0.0854992,0.190106,0.000130396
ENSG00000137936,0.0724796,0.10845,0.000400846
ENSG00000067334,-0.109921,0.103576,0.000439482
ENSG00000023909,-0.0264537,0.27393,6.27831e-05
ENSG00000198691,0.0820087,0.0702602,0.000956235
ENSG00000137962,0.0947003,0.124476,0.000294598
ENSG00000117528,0.09087,0.177398,0.000149714
ENSG00000117525,-0.311022,0.373276,3.38063e-05
ENSG00000143036,0.12204,0.0860292,0.00063749
ENSG00000117519,-0.243057,0.23956,8.2101e-05
ENSG00000172339,0.202486,0.136986,0.000251133
ENSG00000152078,-0.344599,0.403167,2.89768e-05
ENSG00000271092,0.160168,0.183419,0.000140055
ENSG00000122481,-0.036301,0.142605,0.000231815
ENSG00000117569,-0.00637532,0.34919,3.86358e-05
ENSG00000188641,0.0487703,0.0296871,0.00538486
ENSG00000162627,-0.22651,0.158184,0.000188349
ENSG00000117598,-0.0986156,0.285185,5.79537e-05
ENSG00000117600,0.514935,0.441649,2.41474e-05
ENSG00000099260,-0.0525221,0.190087,0.000130396
ENSG00000156869,0.0705261,0.133225,0.000265621
ENSG00000162688,0.0476861,0.0559066,0.00151162
ENSG00000283495,0.0845275,0.0626628,0.00120254
ENSG00000117620,-0.00980057,0.186668,0.000135225
ENSG00000156875,-0.150628,0.210569,0.000106248
ENSG00000156876,-0.0266465,0.152432,0.000202838
ENSG00000122435,-0.0814204,0.0847689,0.000656808
ENSG00000122477,0.0145312,0.103012,0.000444311
ENSG00000137992,0.0381629,0.162399,0.00017869
ENSG00000137996,0.0900048,0.190079,0.000130396
ENSG00000079335,0.236953,0.121601,0.000318745
ENSG00000181656,-0.194696,0.373268,3.38063e-05
ENSG00000162692,0.448398,0.22658,9.176e-05
ENSG00000162694,0.0740078,0.150979,0.000207667
ENSG00000162695,-0.0554666,0.141122,0.000236644
ENSG00000117543,0.0250117,0.197604,0.000120737
ENSG00000170989,-0.345561,0.232789,8.69305e-05
ENSG00000118733,0.0219451,0.142577,0.000231815
ENSG00000060718,-0.135023,0.120704,0.000323575
ENSG00000185946,-0.0184032,0.0414969,0.0027528
ENSG00000240038,0.0209811,0.0929978,0.000536071
ENSG00000243480,-0.0249051,0.0688831,0.000975553
ENSG00000187733,0.0284786,0.197554,0.000120737
ENSG00000198890,0.167946,0.210611,0.000106248
ENSG00000162631,-0.351998,0.226581,9.176e-05
ENSG00000134215,0.0763869,0.122532,0.000313916
ENSG00000085491,0.0664787,0.0880426,0.000608513
ENSG00000196427,0.036997,0.0876897,0.000613343
ENSG00000186086,0.0414418,0.0764837,0.000806522
ENSG00000162636,-0.053357,0.373399,3.38063e-05
ENSG00000162639,0.213738,0.186682,0.000135225
ENSG00000134186,-0.271081,0.197549,0.000120737
ENSG00000143107,0.0201632,0.0597618,0.00132328
ENSG00000116266,0.155938,0.190116,0.000130396
ENSG00000162641,-0.0259466,0.103647,0.000439482
ENSG00000121957,-0.0427027,0.0668115,0.00105765
ENSG00000121940,0.0253168,0.124508,0.000304257
ENSG00000085433,0.00111492,0.201606,0.000115907
ENSG00000197780,-0.00173669,0.349155,3.86358e-05
ENSG00000215717,-0.0919634,0.441671,2.41474e-05
ENSG00000179902,-0.0638599,0.0734762,0.000874134
ENSG00000116299,0.0253054,0.0917478,0.000560219
ENSG00000031698,0.234851,0.23956,8.2101e-05
ENSG00000143126,-0.0330411,0.171961,0.000159373
ENSG00000134222,0.209758,0.12447,0.000304257
ENSG00000221986,0.0982531,0.107955,0.000405676
ENSG00000134243,0.122427,0.197542,0.000120737
ENSG00000143028,-0.0321869,0.171944,0.000159373
ENSG00000174151,0.191554,0.17195,0.000159373
ENSG00000156097,-0.215578,0.329347,4.34652e-05
ENSG00000065135,-0.330805,0.210605,0.000106248
ENSG00000134183,-0.193561,0.183416,0.000140055
ENSG00000116337,0.00111,0.0955307,0.000516753
ENSG00000168765,0.0944833,0.0392899,0.00306188
ENSG00000213366,-0.0468497,0.113337,0.00036704
ENSG00000134201,0.223231,0.119852,0.000328404
ENSG00000134202,-0.0590777,0.171951,0.000159373
ENSG00000198758,-0.148311,0.104171,0.000434652
ENSG00000184371,-0.460702,0.403186,2.89768e-05
ENSG00000168710,-0.0405149,0.154268,0.000198008
ENSG00000143093,0.0734074,0.11564,0.000352551
ENSG00000156150,0.434234,0.329204,4.34652e-05
ENSG00000186150,0.349651,0.442172,2.41474e-05
ENSG00000197106,-0.847568,0.312302,4.82947e-05
ENSG00000116396,-0.277394,0.112007,0.000376699
ENSG00000162775,-0.205818,0.226596,9.176e-05
ENSG00000168679,0.0165155,0.120706,0.000323575
ENSG00000134248,0.180957,0.273927,6.27831e-05
ENSG00000143125,-0.0287137,0.14111,0.000236644
ENSG00000143105,-0.274852,0.28514,5.79537e-05
ENSG00000177301,-0.754833,0.349171,3.86358e-05
ENSG00000177272,-0.308264,0.349148,3.86358e-05
ENSG00000143119,0.728002,0.273923,6.27831e-05
ENSG00000121931,0.130179,0.148929,0.000212497
ENSG00000156171,-0.0466299,0.0870139,0.000623002
ENSG00000134255,-0.119715,0.373269,3.38063e-05
ENSG00000162777,0.00622728,0.0562697,0.00149231
ENSG00000064886,0.0168627,0.128625,0.000284939
ENSG00000134216,0.0263354,0.0443085,0.00240508
ENSG00000173947,-0.207485,0.246969,7.72715e-05
ENSG00000085465,0.0450248,0.0567423,0.00146816
ENSG00000116455,0.24361,0.205962,0.000111078
ENSG00000116459,0.660754,0.349153,3.86358e-05
ENSG00000143110,0.0471867,0.183637,0.000140055
ENSG00000121933,-0.00810562,0.183546,0.000140055
ENSG00000282608,-0.107572,0.136998,0.000251133
ENSG00000116473,-0.078087,0.441706,2.41474e-05
ENSG00000197852,0.0723407,0.0894973,0.000589196
ENSG00000064703,0.0661818,0.0726766,0.000893452
ENSG00000143079,-0.420572,0.28515,5.79537e-05
ENSG00000134245,0.0358054,0.220857,9.65894e-05
ENSG00000007341,0.000831787,0.0993122,0.000478118
ENSG00000155363,0.0202306,0.0653345,0.00110595
ENSG00000155366,0.217505,0.0815346,0.000709932
ENSG00000155367,0.00317812,0.0514445,0.0017869
ENSG00000184599,-0.0524675,0.0774294,0.000787204
ENSG00000155380,0.41846,0.285109,5.79537e-05
ENSG00000198799,-0.0163243,0.0955214,0.000516753
ENSG00000081026,-0.16533,0.133203,0.000265621
ENSG00000116793,0.00535145,0.0688978,0.000994871
ENSG00000081019,0.0378859,0.0925565,0.00055056
ENSG00000134242,-0.128396,0.0815207,0.000709932
ENSG00000188761,-0.312878,0.201614,0.000115907
ENSG00000134262,0.205657,0.128663,0.000284939
ENSG00000118655,-0.0453858,0.136984,0.000251133
ENSG00000163349,0.296878,0.205961,0.000111078
ENSG00000116774,-0.0779667,0.117239,0.000342892
ENSG00000134207,0.316181,0.246936,7.72715e-05
ENSG00000197323,0.40591,0.312314,4.82947e-05
ENSG00000116752,0.10453,0.201665,0.000115907
ENSG00000175984,0.0541911,0.104739,0.000429823
ENSG00000116748,-0.0607493,0.097481,0.000497436
ENSG00000213281,0.11948,0.285114,5.79537e-05
ENSG00000009307,-0.0278775,0.329223,4.34652e-05
ENSG00000052723,0.377395,0.349159,3.86358e-05
ENSG00000198765,-0.0290626,0.0298118,0.00536071
ENSG00000134200,0.0705368,0.0933653,0.000540901
ENSG00000134198,0.0747026,0.246936,7.72715e-05
ENSG00000134259,-0.638673,0.349152,3.86358e-05
ENSG00000173218,-0.197987,0.285113,5.79537e-05
ENSG00000118729,-0.231338,0.164702,0.000173861
ENSG00000163393,0.0112944,0.134434,0.000260791
ENSG00000173212,0.15048,0.113373,0.00036704
ENSG00000116815,0.678013,0.297769,5.31242e-05
ENSG00000143061,0.257042,0.183432,0.000140055
ENSG00000116824,-0.041657,0.134438,0.000260791
ENSG00000134247,0.0703947,0.25502,7.24421e-05
ENSG00000134256,-0.164285,0.0736817,0.000869305
ENSG00000116830,-0.0732863,0.0818151,0.000705103
ENSG00000134253,0.0474935,0.0490012,0.00197042
ENSG00000134258,-0.0164669,0.158194,0.000188349
ENSG00000198162,-0.184165,0.312324,4.82947e-05
ENSG00000196505,0.0431088,0.0538905,0.00162753
ENSG00000065183,-0.140507,0.0687252,0.000999701
ENSG00000155761,-0.0411396,0.0669712,0.00105282
ENSG00000092607,0.301278,0.441663,2.41474e-05
ENSG00000116874,-0.394383,0.166984,0.000169031
ENSG00000116882,-0.0833434,0.11335,0.00036704
ENSG00000203859,-0.105839,0.141121,0.000236644
ENSG00000203857,-0.0640692,0.125466,0.000299427
