ensg,beta,standard_error,effect_allele_frequency
ENSG00000169583,-0.156862,0.127466,0.000289768
ENSG00000107331,0.0446837,0.201535,0.000115907
ENSG00000180549,0.0993264,0.215405,0.000101419
ENSG00000107281,0.0146233,0.441393,2.41474e-05
ENSG00000054179,0.0194157,0.0602699,0.00128947
ENSG00000186193,-0.142823,0.226446,9.176e-05
ENSG00000197355,0.0100694,0.118011,0.000338063
ENSG00000177239,0.00853578,0.111798,0.000376699
ENSG00000176978,-0.0556106,0.0636655,0.0011639
ENSG00000176884,-0.434718,0.177296,0.000149714
ENSG00000184709,-0.113252,0.100266,0.000468459
ENSG00000185863,-0.508404,0.263914,6.76126e-05
ENSG00000176248,-0.340884,0.441362,2.41474e-05
ENSG00000176101,0.0146615,0.0838454,0.000671297
ENSG00000176058,0.113352,0.0820225,0.000700273
ENSG00000188566,-0.018506,0.117177,0.000342892
ENSG00000212864,0.333925,0.124451,0.000304257
ENSG00000197191,0.0627737,0.156085,0.000193179
ENSG00000233198,0.257683,0.197418,0.000120737
ENSG00000198569,0.0577632,0.0664733,0.00106731
ENSG00000188163,0.0103212,0.0256512,0.00717659
ENSG00000197768,-0.00491751,0.0471614,0.0021298
ENSG00000188986,-0.0161193,0.215389,0.000101419
ENSG00000198113,-0.219638,0.273772,6.27831e-05
ENSG00000187609,-0.0386557,0.0716811,0.0009176
ENSG00000188747,0.0147486,0.0497671,0.00190764
ENSG00000188833,-0.0319028,0.0524038,0.00172412
ENSG00000165802,0.014274,0.197417,0.000120737
ENSG00000130653,-0.0372987,0.0627865,0.00119771
ENSG00000182154,-0.0068368,0.220745,9.65894e-05
ENSG00000148399,-0.00499577,0.1084,0.000400846
ENSG00000165724,-0.544104,0.402923,2.89768e-05
ENSG00000197070,-0.294457,0.118013,0.000338063
ENSG00000181090,-0.0478263,0.174516,0.000154543
ENSG00000148408,0.0043501,0.128543,0.000284939
ENSG00000261456,0.0684642,0.112523,0.000371869
ENSG00000151240,0.142885,0.133123,0.000265621
ENSG00000107929,-0.0474925,0.329012,4.34652e-05
ENSG00000107937,-0.462337,0.312118,4.82947e-05
ENSG00000148377,0.0750862,0.0577485,0.00141504
ENSG00000067064,0.00347655,0.166865,0.000169031
ENSG00000047056,0.25101,0.348976,3.86358e-05
ENSG00000185736,0.667679,0.329028,4.34652e-05
ENSG00000067057,0.0577503,0.0612923,0.00125566
ENSG00000107959,0.126177,0.0744617,0.000849987
ENSG00000067082,-0.0377883,0.297605,5.31242e-05
ENSG00000165568,-0.0492852,0.0648795,0.00111078
ENSG00000187134,-0.243945,0.118869,0.000333234
ENSG00000151632,-0.192319,0.109802,0.000391187
ENSG00000196139,0.0212589,0.0396376,0.00300393
ENSG00000198610,-0.00561033,0.087641,0.000613343
ENSG00000178473,-0.102253,0.312138,4.82947e-05
ENSG00000178462,0.0660902,0.101849,0.00045397
ENSG00000173848,-0.318281,0.144038,0.000226985
ENSG00000178372,-0.073661,0.402924,2.89768e-05
ENSG00000178363,0.168169,0.19743,0.000120737
ENSG00000196372,-0.0672665,0.0653068,0.00110595
ENSG00000108021,-0.0765388,0.100261,0.000468459
ENSG00000057608,0.115342,0.220717,9.65894e-05
ENSG00000134461,0.0494766,0.105262,0.000424993
ENSG00000134452,0.00528263,0.205907,0.000111078
ENSG00000134470,-0.0424252,0.106488,0.000415335
ENSG00000134460,-0.309205,0.284922,5.79537e-05
ENSG00000170525,0.11386,0.150604,0.000207667
ENSG00000065675,-0.078241,0.197426,0.000120737
ENSG00000198879,-0.209909,0.160131,0.00018352
ENSG00000123243,-0.0144973,0.0738373,0.000864475
ENSG00000151655,0.117678,0.0606066,0.00128464
ENSG00000151657,0.0925048,0.131943,0.00027045
ENSG00000165629,-0.182564,0.273747,6.27831e-05
ENSG00000165632,0.104033,0.0467347,0.0021636
ENSG00000048740,-0.0344924,0.186548,0.000135225
ENSG00000148429,-0.125172,0.109055,0.000396017
ENSG00000134463,0.0243125,0.130868,0.00027528
ENSG00000148426,0.0862755,0.107126,0.000410505
ENSG00000151461,-0.878816,0.402964,2.89768e-05
ENSG00000181192,0.100753,0.0820258,0.000700273
ENSG00000065665,0.124166,0.329028,4.34652e-05
ENSG00000165609,0.0157418,0.190017,0.000130396
ENSG00000151465,0.353222,0.2394,8.2101e-05
ENSG00000183049,-0.483336,0.402945,2.89768e-05
ENSG00000151468,-0.119578,0.177293,0.000149714
ENSG00000123240,0.0103507,0.118876,0.000323575
ENSG00000065328,-0.0236432,0.136913,0.000251133
ENSG00000165623,-0.128446,0.150548,0.000207667
ENSG00000107537,-0.0971864,0.0954696,0.000516753
ENSG00000086475,0.148058,0.18335,0.000140055
ENSG00000165626,0.430054,0.297609,5.31242e-05
ENSG00000165630,0.422797,0.220712,9.65894e-05
ENSG00000151474,0.102835,0.151115,0.000207667
ENSG00000065809,0.205971,0.232674,8.69305e-05
ENSG00000185267,0.0315915,0.284928,5.79537e-05
ENSG00000187522,0.026066,0.130776,0.00027528
ENSG00000152457,0.0445706,0.0963822,0.000507094
ENSG00000152463,0.0892167,0.0853334,0.000647149
ENSG00000176244,-0.555431,0.312195,4.82947e-05
ENSG00000152464,-0.290672,0.130767,0.00027528
ENSG00000152465,-0.0853376,0.220715,9.65894e-05
ENSG00000148468,0.123272,0.312139,4.82947e-05
ENSG00000077943,-0.0464954,0.147186,0.000217326
ENSG00000148481,-0.190802,0.246795,7.72715e-05
ENSG00000165983,-0.179673,0.123416,0.000309086
ENSG00000148484,0.134521,0.128535,0.000284939
ENSG00000107611,0.0626104,0.038194,0.00325023
ENSG00000107614,0.146373,0.180229,0.000144884
ENSG00000026025,-0.398846,0.2976,5.31242e-05
ENSG00000148488,-0.09089,0.154217,0.000198008
ENSG00000165996,0.185083,0.186543,0.000135225
ENSG00000136738,-0.0547811,0.441425,2.41474e-05
ENSG00000148483,-0.128922,0.122467,0.000313916
ENSG00000148482,-0.251514,0.117179,0.000342892
ENSG00000165995,-0.023904,0.0167483,0.0173475
ENSG00000241058,0.0428576,0.102958,0.000444311
ENSG00000204740,-0.041899,0.0518366,0.00175793
ENSG00000120594,-0.175205,0.263802,6.76126e-05
ENSG00000078114,-0.069429,0.0352746,0.00378148
ENSG00000204683,-0.0614111,0.0804,0.00072925
ENSG00000204682,-0.316121,0.232696,8.69305e-05
ENSG00000180592,-0.344602,0.31214,4.82947e-05
ENSG00000078403,0.119733,0.156091,0.000193179
ENSG00000136770,-0.0163202,0.139617,0.000241474
ENSG00000223601,-0.116215,0.0925911,0.00055056
ENSG00000148444,-0.147533,0.114018,0.00036221
ENSG00000269897,-0.217363,0.16018,0.00018352
ENSG00000077327,0.0460056,0.132001,0.00027045
ENSG00000150867,0.00621172,0.328984,4.34652e-05
ENSG00000165309,-0.122703,0.0929019,0.00054573
ENSG00000148450,0.120988,0.297678,5.31242e-05
ENSG00000168267,-0.256607,0.373048,3.38063e-05
ENSG00000179133,-0.0853366,0.16686,0.000169031
ENSG00000165312,0.13091,0.329094,4.34652e-05
ENSG00000120549,-0.021649,0.148868,0.000212497
ENSG00000107863,-0.116771,0.116357,0.000347722
ENSG00000099256,-0.113711,0.100318,0.000468459
ENSG00000151023,0.0552385,0.154178,0.000198008
ENSG00000185875,-0.015862,0.0454978,0.00228434
ENSG00000151025,-0.0660829,0.177385,0.000149714
ENSG00000095777,0.094504,0.0514858,0.00178207
ENSG00000136750,-0.238195,0.28492,5.79537e-05
ENSG00000077420,0.334096,0.254911,7.24421e-05
ENSG00000148459,0.139973,0.148842,0.000212497
ENSG00000136754,-0.579993,0.403127,2.89768e-05
ENSG00000107890,-0.0243768,0.0549412,0.00156475
ENSG00000136758,0.0797139,0.139627,0.000241474
ENSG00000120539,-0.00894635,0.101847,0.00045397
ENSG00000107897,-0.0511752,0.108387,0.000400846
ENSG00000182077,0.0281376,0.0209022,0.010847
ENSG00000099246,-0.314992,0.402921,2.89768e-05
ENSG00000150051,-0.544297,0.284938,5.79537e-05
ENSG00000169126,0.0269917,0.0696914,0.000970724
ENSG00000150054,0.123113,0.134341,0.000260791
ENSG00000095787,0.292837,0.297619,5.31242e-05
ENSG00000095739,-0.162752,0.158239,0.000188349
ENSG00000120563,-0.0521686,0.215427,0.000101419
ENSG00000197321,0.0298911,0.0773766,0.000787204
ENSG00000165757,-0.206101,0.166872,0.000169031
ENSG00000107951,-0.0993875,0.197434,0.000120737
ENSG00000107968,0.0314384,0.312144,4.82947e-05
ENSG00000151033,-0.076244,0.197549,0.000120737
ENSG00000183621,0.00699984,0.0641934,0.00114458
ENSG00000148516,0.0554279,0.193592,0.000125566
ENSG00000165322,-0.119973,0.134622,0.000260791
ENSG00000170759,0.142896,0.177302,0.000149714
ENSG00000120616,-0.12459,0.200434,0.000120737
ENSG00000216937,0.031993,0.0287561,0.00574707
ENSG00000150076,-0.00567509,0.0195062,0.0125421
ENSG00000150093,0.00875973,0.148876,0.000212497
ENSG00000099250,-0.297362,0.284947,5.79537e-05
ENSG00000148498,0.121962,0.121548,0.000318745
ENSG00000108094,-0.111782,0.193608,0.000125566
ENSG00000095794,-0.0514575,0.118029,0.000338063
ENSG00000108100,0.0120771,0.128143,0.000309086
ENSG00000177291,-0.00468681,0.156213,0.000193179
ENSG00000177283,0.135141,0.226446,9.176e-05
ENSG00000148513,0.0340102,0.022654,0.0093402
ENSG00000198105,0.01141,0.177339,0.000149714
ENSG00000175395,-0.000781598,0.114038,0.00036221
ENSG00000189180,0.0500059,0.0825917,0.000690614
ENSG00000075407,-0.00550815,0.111097,0.000381528
ENSG00000196693,0.00654072,0.10295,0.000444311
ENSG00000165733,0.132636,0.141042,0.000236644
ENSG00000165731,-0.270452,0.373055,3.38063e-05
ENSG00000169826,-0.151582,0.169295,0.000164202
ENSG00000198915,0.250915,0.31212,4.82947e-05
ENSG00000150201,0.294355,0.263849,6.76126e-05
ENSG00000169813,-0.0182062,0.232673,8.69305e-05
ENSG00000196793,0.10482,0.105859,0.000420164
ENSG00000198298,0.0627631,0.156124,0.000193179
ENSG00000169740,-0.0861666,0.329009,4.34652e-05
ENSG00000277288,0.0123993,0.0400407,0.00295564
ENSG00000107562,0.317926,0.162297,0.00017869
ENSG00000187783,-0.817328,0.373048,3.38063e-05
ENSG00000107551,0.0820473,0.109707,0.000391187
ENSG00000165507,-0.0687335,0.0769381,0.000796863
ENSG00000165512,0.115089,0.232652,8.69305e-05
ENSG00000256574,0.0981747,0.193583,0.000125566
ENSG00000012779,0.096815,0.152347,0.000202838
ENSG00000165406,-0.0824839,0.0883458,0.000603684
ENSG00000172671,0.00416007,0.0341028,0.00407124
ENSG00000172661,0.026655,0.0506072,0.0018352
ENSG00000188234,-0.0486274,0.0287367,0.00574707
ENSG00000265354,0.239532,0.263807,6.76126e-05
ENSG00000266412,0.141395,0.126415,0.000294598
ENSG00000263639,0.352051,0.263815,6.76126e-05
ENSG00000274209,0.0984096,0.0720535,0.000907941
ENSG00000279058,-0.159471,0.100293,0.000468459
ENSG00000264230,0.525336,0.25484,7.24421e-05
ENSG00000204174,0.216047,0.20175,0.000115907
ENSG00000204175,-0.0346202,0.14266,0.000231815
ENSG00000204176,-0.0551669,0.0982594,0.000478118
ENSG00000204179,-0.123056,0.141086,0.000236644
ENSG00000266524,-0.633897,0.26382,6.76126e-05
ENSG00000263761,-0.221048,0.312125,4.82947e-05
ENSG00000265203,0.0859861,0.160148,0.00018352
ENSG00000265763,-0.0531617,0.0377081,0.00331302
ENSG00000265190,0.073088,0.056062,0.00150197
ENSG00000189090,-0.208919,0.153341,0.000202838
ENSG00000204172,-0.0506482,0.12642,0.000294598
ENSG00000276430,0.00938419,0.186561,0.000135225
ENSG00000170324,0.0446374,0.059605,0.0013281
ENSG00000107643,0.108758,0.348961,3.86358e-05
ENSG00000128805,0.20253,0.144017,0.000226985
ENSG00000283652,0.0811414,0.089777,0.000584366
ENSG00000165383,0.130842,0.226459,9.176e-05
ENSG00000165633,0.0604947,0.156097,0.000193179
ENSG00000172538,-0.221929,0.174503,0.000154543
ENSG00000204161,0.0270351,0.0301663,0.00519651
ENSG00000177354,-0.0875463,0.0785958,0.000763056
ENSG00000165606,-0.623779,0.402942,2.89768e-05
ENSG00000225830,0.00124649,0.0497057,0.00191247
ENSG00000243251,0.137135,0.131954,0.00027045
ENSG00000187714,-0.00352654,0.263792,6.76126e-05
ENSG00000070748,0.00580362,0.117177,0.000342892
ENSG00000178645,0.00411877,0.0390477,0.00308603
ENSG00000197444,-0.0386923,0.0998037,0.000473288
ENSG00000227345,0.0507538,0.0954936,0.000516753
ENSG00000204152,-0.0774869,0.171852,0.000159373
ENSG00000204149,0.016826,0.0649192,0.00112044
ENSG00000099290,-0.019111,0.0252653,0.00741807
ENSG00000188611,-0.0198427,0.0241117,0.00814732
ENSG00000198964,-0.892922,0.441392,2.41474e-05
ENSG00000204147,0.382418,0.348947,3.86358e-05
ENSG00000148584,-0.333825,0.18022,0.000144884
ENSG00000185532,0.218904,0.254861,7.24421e-05
ENSG00000177613,0.100504,0.312113,4.82947e-05
ENSG00000107984,-0.157445,0.373084,3.38063e-05
ENSG00000165471,-0.00304731,0.297697,5.31242e-05
ENSG00000150275,0.0387877,0.045404,0.002294
ENSG00000122952,0.019242,0.246919,7.72715e-05
ENSG00000151151,-0.00909641,0.246784,7.72715e-05
ENSG00000122873,0.558415,0.402946,2.89768e-05
ENSG00000108064,0.0828365,0.0866252,0.000627831
ENSG00000122870,0.0878527,0.246771,7.72715e-05
ENSG00000165443,-0.0846136,0.373049,3.38063e-05
ENSG00000148541,-0.139708,0.28495,5.79537e-05
ENSG00000165449,0.0397176,0.15807,0.000188349
ENSG00000108091,0.000481807,0.284922,5.79537e-05
ENSG00000151150,-0.21147,0.1773,0.000149714
ENSG00000170312,0.892214,0.329118,4.34652e-05
ENSG00000072422,0.0452702,0.254851,7.24421e-05
ENSG00000196932,0.194833,0.226676,9.176e-05
ENSG00000183346,-0.0165004,0.150562,0.000207667
ENSG00000150347,0.0420565,0.44142,2.41474e-05
ENSG00000182010,-0.0622715,0.0669529,0.00105282
ENSG00000138311,0.0501538,0.128551,0.000284939
ENSG00000181915,0.158706,0.328987,4.34652e-05
ENSG00000148572,0.359906,0.254869,7.24421e-05
ENSG00000171988,-0.0547346,0.154194,0.000198008
ENSG00000165476,0.189829,0.14104,0.000236644
ENSG00000183230,0.0117956,0.100808,0.000463629
ENSG00000198739,-0.0624704,0.226436,9.176e-05
ENSG00000108176,-0.0152215,0.158093,0.000188349
ENSG00000096717,-0.442235,0.25485,7.24421e-05
ENSG00000148634,0.298243,0.205825,0.000111078
ENSG00000138347,0.0801425,0.160161,0.00018352
ENSG00000179774,0.163662,0.210447,0.000106248
ENSG00000108187,0.0138287,0.136917,0.000251133
ENSG00000096746,-0.100518,0.329006,4.34652e-05
ENSG00000204130,0.0223875,0.128543,0.000284939
ENSG00000138346,0.0105405,0.0945898,0.000526412
ENSG00000122912,0.0961571,0.156174,0.000193179
ENSG00000138336,-0.20523,0.27408,6.27831e-05
ENSG00000060339,0.193919,0.145555,0.000222156
ENSG00000165730,0.0689601,0.0760116,0.000816181
ENSG00000107625,-0.0121393,0.164534,0.000173861
ENSG00000165732,0.0246379,0.312115,4.82947e-05
ENSG00000198954,0.0285817,0.08765,0.000613343
ENSG00000122958,0.048656,0.329028,4.34652e-05
ENSG00000156502,0.0606953,0.158078,0.000188349
ENSG00000156510,-0.0437261,0.07188,0.00091277
ENSG00000156515,0.218838,0.134421,0.00027045
ENSG00000075073,0.211392,0.127485,0.000289768
ENSG00000099282,0.244735,0.19742,0.000120737
ENSG00000122859,-0.177793,0.349006,3.86358e-05
ENSG00000197467,0.0987046,0.111108,0.000381528
ENSG00000099284,0.113549,0.312121,4.82947e-05
ENSG00000042286,-0.372545,0.232798,8.69305e-05
ENSG00000156521,0.008903,0.0982611,0.000487777
ENSG00000180817,-0.0310769,0.147164,0.000217326
ENSG00000148734,0.035936,0.0296674,0.00541867
ENSG00000172731,-0.103339,0.164585,0.000173861
ENSG00000148730,-0.162763,0.284923,5.79537e-05
ENSG00000156574,0.0838858,0.348967,3.86358e-05
ENSG00000107719,-0.0192781,0.0415149,0.00274797
ENSG00000180644,-0.13183,0.135621,0.000255962
ENSG00000138316,-0.00646382,0.0866374,0.000627831
ENSG00000166220,-0.138247,0.123444,0.000309086
ENSG00000166224,-0.0417669,0.148829,0.000212497
ENSG00000166228,0.159494,0.107755,0.000405676
ENSG00000107731,0.111184,0.148829,0.000212497
ENSG00000198246,0.0796178,0.160183,0.00018352
ENSG00000107736,0.015804,0.0776202,0.000782374
ENSG00000214688,-0.360354,0.441402,2.41474e-05
ENSG00000107738,-0.771015,0.349008,3.86358e-05
ENSG00000197746,-0.0317205,0.135619,0.000255962
ENSG00000122863,-0.386008,0.226454,9.176e-05
ENSG00000107742,0.230068,0.34899,3.86358e-05
ENSG00000138303,-0.109528,0.133122,0.000265621
ENSG00000166295,0.297722,0.373092,3.38063e-05
ENSG00000168209,-0.0186069,0.197418,0.000120737
ENSG00000148719,0.11579,0.22644,9.176e-05
ENSG00000107745,-0.108746,0.117184,0.000342892
ENSG00000156026,0.0189208,0.0375759,0.00335648
ENSG00000138315,0.0654863,0.197447,0.000120737
ENSG00000138308,-0.45713,0.297605,5.31242e-05
ENSG00000122884,0.201545,0.201481,0.000115907
ENSG00000166321,0.0552563,0.0954731,0.000516753
ENSG00000122882,0.186043,0.0798509,0.000738909
ENSG00000138286,-0.0207682,0.0432441,0.00253064
ENSG00000213551,0.176626,0.205832,0.000111078
ENSG00000182180,0.322786,0.162354,0.00017869
ENSG00000156042,-0.097458,0.125389,0.000299427
ENSG00000138279,-0.0686309,0.0920997,0.000555389
ENSG00000166343,-0.0104127,0.0307915,0.00501299
ENSG00000107758,-0.193622,0.284991,5.79537e-05
ENSG00000166348,0.0480272,0.0392358,0.00305706
ENSG00000177791,-0.121243,0.193602,0.000125566
ENSG00000166317,0.0571582,0.0556128,0.00152611
ENSG00000172650,0.00668533,0.085992,0.00063749
ENSG00000176986,0.18877,0.205829,0.000111078
ENSG00000196968,0.0908529,0.0876456,0.000613343
ENSG00000172586,-0.0266787,0.297635,5.31242e-05
ENSG00000214655,-0.175549,0.284932,5.79537e-05
ENSG00000166507,-0.0584117,0.169288,0.000164202
ENSG00000148660,-0.251456,0.239382,8.2101e-05
ENSG00000122861,0.044844,0.109708,0.000391187
ENSG00000222047,-0.0905059,0.264009,6.76126e-05
ENSG00000035403,-0.142527,0.169306,0.000164202
ENSG00000185009,-0.0571715,0.186581,0.000135225
ENSG00000156110,-0.155007,0.166861,0.000169031
ENSG00000156650,-0.0742466,0.312118,4.82947e-05
ENSG00000188716,-0.508062,0.348945,3.86358e-05
ENSG00000079393,-0.0674353,0.0894142,0.000589196
ENSG00000156671,0.162624,0.101854,0.00045397
ENSG00000165637,-0.13532,0.329032,4.34652e-05
ENSG00000165644,-0.205048,0.152333,0.000202838
ENSG00000165655,-0.0970172,0.284952,5.79537e-05
ENSG00000148655,-0.169217,0.0950438,0.000521583
ENSG00000156113,0.0429405,0.115582,0.000352551
ENSG00000151208,-0.255166,0.21572,0.000101419
ENSG00000148606,-0.0148173,0.0883393,0.000603684
ENSG00000138326,-0.914753,0.312131,4.82947e-05
ENSG00000108175,-0.128035,0.329248,4.34652e-05
ENSG00000108179,-0.0366604,0.122486,0.000313916
ENSG00000165424,-0.0497981,0.193603,0.000125566
ENSG00000253626,0.193356,0.297587,5.31242e-05
ENSG00000185303,-0.246965,0.148846,0.000212497
ENSG00000122852,0.0771302,0.0626326,0.00120254
ENSG00000188199,-0.0643036,0.0653034,0.00110595
ENSG00000133661,0.120893,0.254858,7.24421e-05
ENSG00000133678,-0.0450699,0.129625,0.000280109
ENSG00000189129,0.0692319,0.263814,6.76126e-05
ENSG00000122359,-0.00372663,0.0634304,0.00118322
ENSG00000151224,0.0967292,0.31212,4.82947e-05
ENSG00000170788,-0.130267,0.226452,9.176e-05
ENSG00000133665,-0.0905516,0.138235,0.000246303
ENSG00000122378,0.0176518,0.124404,0.000304257
ENSG00000108219,-0.244417,0.27376,6.27831e-05
ENSG00000178217,-0.0726867,0.117189,0.000342892
ENSG00000185737,0.075684,0.133218,0.000265621
ENSG00000165678,-0.0621296,0.143998,0.000226985
ENSG00000188373,-0.767732,0.402933,2.89768e-05
ENSG00000148600,-0.0777997,0.0954674,0.000516753
ENSG00000204033,0.0395132,0.0950249,0.000521583
ENSG00000148602,-0.170666,0.101841,0.00045397
ENSG00000148604,-0.0388529,0.210623,0.000106248
ENSG00000107771,-0.105486,0.104689,0.000429823
ENSG00000182771,-0.467671,0.31226,4.82947e-05
ENSG00000062650,0.205321,0.169309,0.000164202
ENSG00000122375,0.0505271,0.0355037,0.0037525
ENSG00000122367,-0.122321,0.123414,0.000309086
ENSG00000173269,-0.22981,0.113263,0.00036704
ENSG00000173267,0.195688,0.263866,6.76126e-05
ENSG00000148671,0.125363,0.232649,8.69305e-05
ENSG00000188100,0.075499,0.154236,0.000198008
ENSG00000148672,-0.166479,0.232657,8.69305e-05
ENSG00000122376,-0.027367,0.117171,0.000342892
ENSG00000184923,0.0827623,0.0598225,0.00131845
ENSG00000107789,-0.261073,0.210445,0.000106248
ENSG00000198682,-0.0181561,0.0533464,0.001671
ENSG00000138138,0.164304,0.210438,0.000106248
ENSG00000227268,-0.0645573,0.0416059,0.00272382
ENSG00000171862,0.0438446,0.373867,3.38063e-05
ENSG00000184719,0.137118,0.123419,0.000309086
ENSG00000204022,-0.189165,0.128546,0.000284939
ENSG00000182333,0.0506254,0.0502824,0.00186901
ENSG00000204021,0.00275508,0.0567161,0.00146816
ENSG00000204020,-0.19234,0.119788,0.000328404
ENSG00000173239,0.00443709,0.028873,0.00564082
ENSG00000152766,0.108709,0.154171,0.000198008
ENSG00000138134,0.0790105,0.144012,0.000226985
ENSG00000138135,-0.0578036,0.0950428,0.000521583
ENSG00000107798,-0.216031,0.109036,0.000396017
ENSG00000119922,-0.0691535,0.105857,0.000420164
ENSG00000119917,-0.146117,0.150547,0.000207667
ENSG00000204010,0.044467,0.128545,0.000284939
ENSG00000185745,-0.0055786,0.0554758,0.00153577
ENSG00000152778,0.112465,0.166856,0.000169031
ENSG00000152779,-0.505146,0.329016,4.34652e-05
ENSG00000152782,0.0329258,0.156087,0.000193179
ENSG00000138182,-0.0376107,0.0449748,0.00233746
ENSG00000148680,0.00569481,0.239393,8.2101e-05
ENSG00000148688,-0.099132,0.16931,0.000164202
ENSG00000148677,-0.0477043,0.114789,0.000357381
ENSG00000180628,0.336257,0.284938,5.79537e-05
ENSG00000165338,0.356412,0.177292,0.000149714
ENSG00000119938,0.337909,0.297594,5.31242e-05
ENSG00000107854,0.104365,0.129635,0.000280109
ENSG00000174721,-0.231621,0.312142,4.82947e-05
ENSG00000095564,0.0559686,0.0690064,0.000990042
ENSG00000107864,0.0134503,0.31211,4.82947e-05
ENSG00000198060,-0.503272,0.402938,2.89768e-05
ENSG00000119912,-0.0948908,0.0522593,0.00172895
ENSG00000138160,-0.373183,0.246843,7.72715e-05
ENSG00000152804,0.107217,0.349182,3.86358e-05
ENSG00000138190,0.0945302,0.14754,0.000217326
ENSG00000187553,-0.0217218,0.037654,0.00334199
ENSG00000095596,-0.634679,0.189969,0.000130396
ENSG00000138119,-0.00521756,0.0416467,0.00272865
ENSG00000138180,-0.129918,0.0753332,0.000830669
ENSG00000186188,0.162201,0.150558,0.000207667
ENSG00000138207,-0.148105,0.263797,6.76126e-05
ENSG00000095464,-0.274593,0.160166,0.00018352
ENSG00000148690,-0.0236468,0.136904,0.000251133
ENSG00000108231,-0.819015,0.273784,6.27831e-05
ENSG00000176273,-0.0509456,0.156126,0.000193179
ENSG00000138193,-0.0872283,0.0945818,0.000526412
ENSG00000173145,-0.0017911,0.0333971,0.00425959
ENSG00000108239,-0.0645344,0.150545,0.000207667
ENSG00000119969,0.0381456,0.15251,0.000202838
ENSG00000108242,0.0713116,0.054277,0.00159373
ENSG00000165841,0.0587876,0.0438469,0.00246303
ENSG00000138109,-0.199755,0.114052,0.00036221
ENSG00000138115,0.0759721,0.0720579,0.000907941
ENSG00000173124,-0.0862936,0.0853177,0.000647149
ENSG00000107438,-0.0479202,0.169292,0.000164202
ENSG00000095637,-0.0620537,0.107105,0.000410505
ENSG00000059573,-0.172032,0.169311,0.000164202
ENSG00000119977,0.0125905,0.0556215,0.00152611
ENSG00000138185,0.015681,0.169289,0.000164202
ENSG00000282889,0.0868803,0.156084,0.000193179
ENSG00000188649,-0.0670073,0.0658857,0.00108663
ENSG00000107443,-0.0651022,0.312166,4.82947e-05
ENSG00000177853,-0.133749,0.174545,0.000154543
ENSG00000095585,0.339465,0.220733,9.65894e-05
ENSG00000107447,0.100281,0.0866211,0.000627831
ENSG00000197430,-0.169571,0.210442,0.000106248
ENSG00000095587,0.0701768,0.0697015,0.000970724
ENSG00000155629,0.00167759,0.127612,0.000289768
ENSG00000196233,0.12624,0.284925,5.79537e-05
ENSG00000187122,-0.0836192,0.169313,0.000164202
ENSG00000213390,0.00411261,0.136909,0.000251133
ENSG00000165879,-0.0759533,0.22073,9.65894e-05
ENSG00000181274,0.153133,0.349118,3.86358e-05
ENSG00000052749,0.107539,0.0814909,0.000709932
ENSG00000171314,0.127864,0.169318,0.000164202
ENSG00000171311,-0.0930851,0.186565,0.000135225
ENSG00000171307,-0.0638166,0.11801,0.000338063
ENSG00000155229,0.133752,0.138247,0.000246303
ENSG00000165886,0.232623,0.263806,6.76126e-05
ENSG00000165887,-0.286219,0.226538,9.176e-05
ENSG00000241935,-0.0524401,0.205851,0.000111078
ENSG00000249967,0.0362816,0.205847,0.000111078
ENSG00000203942,0.180769,0.171843,0.000159373
ENSG00000171160,-0.341422,0.312114,4.82947e-05
ENSG00000155252,-0.0907435,0.373051,3.38063e-05
ENSG00000119986,-0.0803048,0.0998315,0.000463629
ENSG00000155254,-0.336622,0.312128,4.82947e-05
ENSG00000155256,0.0479932,0.100266,0.000468459
ENSG00000120057,0.0695679,0.0929075,0.00054573
ENSG00000155265,-0.133165,0.166865,0.000169031
ENSG00000095713,0.376763,0.15236,0.000202838
ENSG00000166024,-0.210323,0.0744575,0.000849987
ENSG00000138131,0.144167,0.0856448,0.00064232
ENSG00000119943,0.0566943,0.073455,0.000874134
ENSG00000107521,0.0213286,0.0828965,0.000685785
ENSG00000172987,0.117926,0.0764409,0.000806522
ENSG00000119946,-0.0273956,0.160138,0.00018352
ENSG00000120053,0.198876,0.171836,0.000159373
ENSG00000119919,0.1295,0.373064,3.38063e-05
ENSG00000155287,-0.239696,0.32901,4.34652e-05
ENSG00000198018,0.0173107,0.0742609,0.000854816
ENSG00000014919,-0.0901791,0.0825914,0.000690614
ENSG00000119929,-0.181464,0.0866199,0.000627831
ENSG00000023839,0.105833,0.0519007,0.00174344
ENSG00000107554,0.00848224,0.107105,0.000410505
ENSG00000120054,0.0449626,0.147189,0.000217326
ENSG00000107566,0.0606384,0.201483,0.000115907
ENSG00000213341,-0.183551,0.147183,0.000217326
ENSG00000095485,-0.0507496,0.111798,0.000376699
ENSG00000196072,-0.142888,0.112523,0.000371869
ENSG00000107593,-0.0304601,0.0832406,0.000680955
ENSG00000075290,-0.063747,0.197432,0.000120737
ENSG00000075826,-0.0622746,0.0603951,0.0012943
ENSG00000166136,-0.245928,0.205823,0.000111078
ENSG00000166135,0.216571,0.348993,3.86358e-05
ENSG00000075891,0.12763,0.348979,3.86358e-05
ENSG00000119906,0.0817096,0.11986,0.000328404
ENSG00000095539,-0.0823481,0.056148,0.00149714
ENSG00000055950,0.0997957,0.126466,0.000294598
ENSG00000107815,-0.113527,0.183313,0.000140055
ENSG00000107816,-0.320983,0.263855,6.76126e-05
